id_riga,data,anno,mese,comune,comune_istat,provincia,località,lat,lon,tipologia,codice_colore,dist_comune_km,comune_da_coordinate,flag_coord,flag_coord_bassa_precisione,flag_possibile_duplicato,gruppo_duplicato,flag_località_incompleta,meteo_punto,meteo_lat,meteo_lon,fwi_cella_lat,fwi_cella_lon,fwi_dist_cella_km,fwi,fwi_classe,temp_max_c,temp_ore12_c,umidita_min_pct,umidita_media_pct,umidita_ore12_pct,vento_max_kmh,vento_ore12_kmh,raffica_max_kmh,dir_vento_ore12_gradi,dir_vento_max_gradi,pioggia_giorno_mm,pioggia_giorno_prima_mm,meteo_quota_m,vento_ore12_nome,fuoco_spinto_verso
403,2023-07-20,2023,7,Minervino Murge,110006,BT,"Acquatetta, Cave di Bauxite, Senarico",41.038334,16.08766,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.04,16.09,40.95,16.1,10.025020484196942,50.3584,estrema,38.8,36.4,15,37.958333333333336,18.0,16.1,7.7,34.6,323.0,312,0.0,0.0,532.0,Maestrale (NO),SE
404,2023-07-23,2023,7,Minervino Murge,110006,BT,c/o Diga Locone,41.063333,15.997778,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.06,16.0,40.95,16.1,14.803211497100852,75.22266,estrema,39.2,36.9,24,48.5,31.0,28.7,5.8,56.9,300.0,295,0.0,0.0,174.0,Maestrale (NO),SE
405,2023-07-28,2023,7,Minervino Murge,110006,BT,diga locone,41.057151,16.006422,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.06,16.01,40.95,16.1,14.34661584516,40.493164,molto alta,34.2,31.4,24,45.875,33.0,15.2,4.8,32.8,257.0,275,0.0,0.0,172.0,Ponente (O),E
406,2023-08-02,2023,8,Minervino Murge,110006,BT,Diga Locone,41.09225,15.982556,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.09,15.98,41.2,16.1,15.807133519485827,47.07255,molto alta,33.5,31.8,32,53.625,38.0,18.9,17.3,40.3,258.0,235,0.0,0.0,192.0,Ponente (O),E
407,2023-08-03,2023,8,Minervino Murge,110006,BT,locone,41.094167,15.982778,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.09,15.98,41.2,16.1,15.807133519485827,37.563164,alta,35.9,32.6,30,51.625,38.0,14.0,9.2,27.0,244.0,314,0.0,0.0,192.0,Libeccio (SO),NE
408,2023-08-04,2023,8,Spinazzola,110008,BT,Zingara,41.030556,16.047778,Canneto,Giallo,0.661,Minervino Murge,vicino_confine,False,False,-1,False,incendio,41.03,16.05,40.95,16.1,9.81749037970394,51.36661,estrema,37.9,34.2,16,47.54166666666666,25.0,19.1,1.8,38.9,217.0,192,0.0,0.0,319.0,Libeccio (SO),NE
409,2023-08-07,2023,8,Spinazzola,110008,BT,zona Ministalla,40.978056,16.098889,Canneto,Giallo,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.98,16.1,40.95,16.1,3.329999999999337,23.891602,alta,29.3,26.7,27,58.625,36.0,22.2,12.7,45.0,285.0,8,0.1,0.0,362.0,Ponente (O),E
410,2023-08-17,2023,8,Spinazzola,110008,BT,Ulmeta,40.98275,16.070056,Macchia,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.98,16.07,40.95,16.1,4.17238794908064,53.407227,estrema,32.6,31.0,29,52.5,32.0,22.0,14.9,42.5,328.0,322,0.0,0.0,342.0,Maestrale (NO),SE
411,2023-08-18,2023,8,Minervino Murge,110006,BT,Macinali -Monte Milone,41.025412,16.028003,Bosco,Arancione,1.092,,da_verificare,False,False,-1,False,centro_comune,41.08,16.08,41.2,16.1,13.42470612904739,49.75293,molto alta,33.7,31.2,28,53.333333333333336,33.0,16.1,12.7,37.1,335.0,29,0.0,0.0,403.0,Maestrale (NO),SE
412,2023-08-24,2023,8,Spinazzola,110008,BT,SS655 - km 88,40.919167,16.101222,Canneto,Giallo,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.92,16.1,40.95,16.1,3.330000000000126,44.483852,molto alta,36.5,34.9,20,44.458333333333336,24.0,17.9,12.4,33.5,334.0,10,0.0,0.0,372.0,Maestrale (NO),SE
413,2023-08-27,2023,8,Spinazzola,110008,BT,madonella,40.963755,16.10301,Macchia,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.96,16.1,40.95,16.1,1.1099999999997792,48.944138,molto alta,37.6,35.2,17,45.41666666666666,24.0,17.5,9.7,35.3,153.0,171,0.0,0.0,447.0,Scirocco (SE),NO
414,2023-08-29,2023,8,Minervino Murge,110006,BT,c.da Intacca,41.071944,16.140833,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.07,16.14,40.95,16.1,13.73415985908428,36.840252,alta,25.5,24.7,36,54.458333333333336,41.0,31.3,25.5,60.1,223.0,224,0.0,2.2,548.0,Libeccio (SO),NE
415,2023-08-31,2023,8,Minervino Murge,110006,BT,,41.059361,16.071333,Macchia,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.06,16.07,40.95,16.1,12.465499883940064,39.78418,molto alta,27.6,26.1,28,56.375,34.0,18.0,14.4,39.2,292.0,273,0.1,0.4,357.0,Ponente (O),E
416,2023-08-31,2023,8,Minervino Murge,110006,BT,bosco Intacca,41.073611,16.144444,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.07,16.14,40.95,16.1,13.73415985908428,39.78418,molto alta,26.4,24.7,28,56.29166666666666,37.0,18.5,16.5,39.2,290.0,277,0.0,0.9,548.0,Ponente (O),E
417,2023-09-04,2023,9,Trani,110009,BT,Bocca D'oro,41.297778,16.349167,Canneto,Giallo,0.0,Trani,ok,False,False,-1,False,incendio,41.3,16.35,41.2,16.35,11.099999999999367,64.78931,estrema,26.3,26.2,35,52.833333333333336,47.0,33.0,30.8,65.5,6.0,6,0.0,0.0,3.0,Tramontana (N),S
418,2023-09-05,2023,9,Andria,110001,BT,bosco finizio,41.06909,16.24172,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.07,16.24,40.95,16.35,16.191303204231357,57.63426,estrema,24.1,23.8,51,65.0,52.0,29.1,23.9,61.2,21.0,15,2.0,0.6,487.0,Tramontana (N),S
419,2023-09-10,2023,9,Spinazzola,110008,BT,SS 655 Km 88.8,40.920298,16.097325,Canneto,Giallo,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.92,16.1,40.95,16.1,3.330000000000126,43.573242,molto alta,30.4,28.9,30,52.91666666666666,33.0,16.3,11.9,33.1,346.0,319,0.0,0.1,372.0,Tramontana (N),S
420,2023-09-12,2023,9,Spinazzola,110008,BT,La zingara-Ulmeta,40.986194,16.059861,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.99,16.06,40.95,16.1,5.562877719830618,40.21289,molto alta,34.9,32.6,16,38.16666666666666,22.0,18.6,3.8,32.8,229.0,137,0.0,0.0,272.0,Libeccio (SO),NE
421,2023-09-19,2023,9,Spinazzola,110008,BT,Cava di Argilla- Celentino Ministalla,40.983733,16.090746,Macchia,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.98,16.09,40.95,16.1,3.433819078868301,62.125248,estrema,34.0,33.4,19,39.66666666666666,20.0,20.3,17.0,41.4,276.0,287,0.0,0.0,384.0,Ponente (O),E
422,2023-09-19,2023,9,Andria,110001,BT,Bosco S.LEONARDO,41.115,16.247222,Macchia,Rosso,0.0,Andria,ok,False,False,-1,False,incendio,41.12,16.25,41.2,16.35,12.19744011352404,61.08228,estrema,34.8,32.9,23,40.66666666666666,23.0,19.7,16.6,45.7,272.0,278,0.0,0.0,352.0,Ponente (O),E
423,2023-09-22,2023,9,Minervino Murge,110006,BT,Scorciabue,41.08983,16.00953,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.09,16.01,41.2,16.1,14.344811629395933,59.35818,estrema,34.0,32.4,22,38.125,26.0,24.3,22.2,51.1,228.0,218,0.0,0.4,257.0,Libeccio (SO),NE
424,2023-10-15,2023,10,Minervino Murge,110006,BT,Intacca,41.075184,16.167698,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.08,16.17,41.2,16.1,14.550824700959383,43.773262,molto alta,26.2,24.6,40,62.04166666666666,47.0,21.0,19.1,43.9,268.0,263,0.0,0.0,528.0,Ponente (O),E
425,2023-10-16,2023,10,Spinazzola,110008,BT,Bosco Senarico,40.998056,16.225833,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,41.0,16.23,40.95,16.35,11.48302716159318,21.124725,moderata,17.6,14.5,54,74.66666666666667,75.0,19.9,9.9,41.8,19.0,328,14.0,0.0,623.0,Tramontana (N),S
426,2023-10-19,2023,10,Minervino Murge,110006,BT,Masseria Minetti - Diga Locone,41.062778,16.015278,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.06,16.02,40.95,16.1,13.925398421655858,15.754259,moderata,28.6,26.4,36,68.58333333333333,53.0,23.9,12.0,45.4,164.0,149,0.0,0.0,241.0,Ostro (S),N
427,2022-06-15,2022,6,Barletta,110002,BT,Zona Boccadoro,41.299722,16.3475,Canneto,Giallo,0.0,Barletta,ok,False,False,-1,False,incendio,41.3,16.35,41.2,16.35,11.099999999999367,27.141987,alta,27.7,27.6,48,63.16666666666666,49.0,13.8,10.2,31.3,51.0,62,0.0,0.0,3.0,Grecale (NE),SO
428,2022-06-18,2022,6,Spinazzola,110008,BT,Ulmeta,40.999444,16.043611,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,41.0,16.04,40.95,16.1,7.487780258425762,46.35514,molto alta,27.5,26.2,24,52.083333333333336,37.0,24.6,20.6,48.2,6.0,6,0.0,0.1,361.0,Tramontana (N),S
429,2022-06-25,2022,6,Andria,110001,BT,viale Madama Camilla c/o Boschetto Sant'Agostino - cocevola,41.168702,16.286471,Bosco,Arancione,0.0,Andria,ok,False,True,429,False,incendio,41.17,16.29,41.2,16.35,6.018544232801667,44.11846,molto alta,31.0,30.8,32,43.375,36.0,22.9,11.3,42.8,22.0,251,0.1,0.3,248.0,Tramontana (N),S
430,2022-06-25,2022,6,Andria,110001,BT,Contrada Cocevola,41.168702,16.286471,Bosco,Arancione,0.0,Andria,ok,False,True,429,False,incendio,41.17,16.29,41.2,16.35,6.018544232801667,44.11846,molto alta,31.0,30.8,32,43.375,36.0,22.9,11.3,42.8,22.0,251,0.1,0.3,248.0,Tramontana (N),S
431,2022-06-25,2022,6,Minervino Murge,110006,BT,Monte Carafa - Campo Verde,41.127472,16.11575,Macchia,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.13,16.12,41.2,16.1,7.94789113549747,46.515923,molto alta,33.9,32.8,25,38.458333333333336,27.0,20.9,13.3,43.6,308.0,246,0.3,0.1,387.0,Maestrale (NO),SE
432,2022-06-28,2022,6,Spinazzola,110008,BT,mini stalla,40.970139,16.094278,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.97,16.09,40.95,16.1,2.3729362379647045,64.73633,estrema,39.9,38.6,12,22.041666666666668,12.0,15.8,8.5,30.2,306.0,159,0.0,0.0,416.0,Maestrale (NO),SE
433,2022-07-04,2022,7,Spinazzola,110008,BT,Senarico piccolo,40.980056,16.210722,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.98,16.21,40.95,16.1,9.800853505429815,58.91211,estrema,34.1,32.1,20,39.0,22.0,21.0,16.4,45.4,322.0,322,0.0,0.0,639.0,Maestrale (NO),SE
434,2022-07-05,2022,7,Minervino Murge,110006,BT,Diga Locone-Stingi,41.074194,16.012222,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.07,16.01,40.95,16.1,15.301844067435889,57.60408,estrema,39.3,36.8,18,39.375,27.0,25.8,4.5,53.3,299.0,311,0.2,0.0,212.0,Maestrale (NO),SE
435,2022-07-06,2022,7,Spinazzola,110008,BT,pilone - la fornace,40.972808,16.075387,Macchia,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.97,16.08,40.95,16.1,2.7817450562174493,60.622864,estrema,33.7,32.1,31,50.375,35.0,24.4,17.1,47.2,335.0,352,0.3,0.6,382.0,Maestrale (NO),SE
436,2022-07-11,2022,7,Andria,110001,BT,Zona Pozzacchera,41.116167,16.214167,Macchia,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.12,16.21,41.2,16.1,12.78520261242781,26.193905,alta,25.6,24.8,37,56.41666666666666,48.0,14.5,13.8,33.5,9.0,6,0.0,0.0,376.0,Tramontana (N),S
437,2022-07-12,2022,7,Minervino Murge,110006,BT,DIGA DI LOCONE,41.079444,16.007389,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.08,16.01,41.2,16.1,15.301280230366192,24.60564,alta,29.1,27.9,34,50.5,40.0,12.4,6.9,27.7,28.0,26,0.1,0.1,184.0,Grecale (NE),SO
438,2022-07-17,2022,7,Andria,110001,BT,Pineta Santa Lucia,41.157361,16.252694,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.16,16.25,41.2,16.35,9.4631658628409,42.52246,molto alta,33.4,32.5,27,44.458333333333336,29.0,11.6,10.1,32.0,27.0,30,0.0,0.0,260.0,Grecale (NE),SO
439,2022-07-18,2022,7,Spinazzola,110008,BT,via traversa pilone,40.972863,16.079801,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.97,16.08,40.95,16.1,2.7817450562174493,52.402092,estrema,33.5,32.5,31,48.583333333333336,33.0,21.6,14.2,44.3,336.0,357,0.0,0.0,382.0,Maestrale (NO),SE
440,2022-07-28,2022,7,Spinazzola,110008,BT,Contrada Lama,40.959722,16.102056,Macchia,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.96,16.1,40.95,16.1,1.1099999999997792,8.678522,bassa,31.6,29.7,38,66.70833333333333,50.0,13.9,4.4,28.4,9.0,323,0.0,1.0,447.0,Tramontana (N),S
441,2022-08-06,2022,8,Spinazzola,110008,BT,Ulmeta,40.988,16.069639,Macchia,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.99,16.07,40.95,16.1,5.102117677568301,50.617123,estrema,35.5,33.6,21,42.208333333333336,25.0,14.5,11.6,30.6,334.0,30,0.0,0.0,347.0,Maestrale (NO),SE
442,2022-08-06,2022,8,Andria,110001,BT,Loc. Monte Gusto,41.088171,16.272527,Bosco,Rosso,0.0,Andria,ok,False,False,-1,False,incendio,41.09,16.27,41.2,16.35,13.923929763027129,46.48138,molto alta,32.8,32.0,29,44.958333333333336,33.0,14.1,10.5,28.8,354.0,289,0.0,0.0,447.0,Tramontana (N),S
443,2022-08-20,2022,8,Minervino Murge,110006,BT,Bosco del Bambino,41.001111,16.101667,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.0,16.1,40.95,16.1,5.5499999999996845,19.791946,moderata,27.4,26.4,46,62.91666666666666,51.0,18.6,10.2,36.7,302.0,317,0.6,1.6,359.0,Maestrale (NO),SE
444,2022-08-21,2022,8,Spinazzola,110008,BT,"Paredano, b.co Cerentino",40.986667,16.093056,Canneto,Giallo,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.99,16.09,40.95,16.1,4.518362594221615,34.612156,alta,29.6,28.4,36,56.125,44.0,26.6,22.8,51.1,321.0,330,0.0,0.6,269.0,Maestrale (NO),SE
445,2022-09-05,2022,9,Spinazzola,110008,BT,strada com. Ulmeta,40.986306,16.065139,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.99,16.07,40.95,16.1,5.102117677568301,5.6927238,bassa,27.0,25.3,51,79.375,59.0,14.6,12.7,28.1,331.0,320,0.3,6.4,347.0,Maestrale (NO),SE
446,2022-09-10,2022,9,Spinazzola,110008,BT,La Macchia-AQP,40.96589,16.1201,Canneto,Giallo,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.97,16.12,40.95,16.1,2.78174505621727,23.032227,alta,29.1,27.5,40,61.083333333333336,46.0,22.3,22.3,44.3,272.0,272,0.5,0.3,345.0,Ponente (O),E
447,2022-09-13,2022,9,Barletta,110002,BT,Ariscianne,41.299772,16.34745,Canneto,Giallo,0.0,Barletta,ok,False,False,-1,False,incendio,41.3,16.35,41.2,16.35,11.099999999999367,23.851404,alta,26.5,25.9,44,57.083333333333336,53.0,14.6,6.9,25.6,39.0,230,0.0,0.0,3.0,Grecale (NE),SO
448,2022-09-14,2022,9,Spinazzola,110008,BT,La Santissima,40.97364,16.069534,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.97,16.07,40.95,16.1,3.3541373712221376,36.600754,alta,32.3,29.7,24,50.958333333333336,28.0,13.7,5.8,25.6,173.0,270,0.0,0.0,381.0,Ostro (S),N
449,2022-09-14,2022,9,Andria,110001,BT,Piano del Monaco - SP 138 - km 1,41.035959,16.207082,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.04,16.21,40.95,16.1,13.587248460881243,36.600754,alta,31.3,28.1,25,47.75,27.0,14.0,9.7,27.7,184.0,162,0.0,0.0,540.0,Ostro (S),N
450,2022-09-18,2022,9,Andria,110001,BT,Rimboschimento Mussolini-Piano del Monaco,41.034722,16.205278,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.03,16.21,40.95,16.1,12.794271843329502,29.897018,alta,20.5,18.9,33,55.5,37.0,22.3,14.2,49.0,344.0,308,0.0,4.4,579.0,Tramontana (N),S
451,2022-10-31,2022,10,Minervino Murge,110006,BT,C.da Coleti,41.050279,16.184235,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.05,16.18,40.95,16.1,12.963651245135374,22.038574,alta,23.6,22.2,35,57.958333333333336,37.0,12.7,9.3,23.0,306.0,299,0.0,0.0,570.0,Maestrale (NO),SE
452,2021-06-21,2021,6,Minervino Murge,110006,BT,Porcili-Guadagnati,41.029111,16.091639,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.03,16.09,40.95,16.1,8.919391722209545,75.528595,estrema,38.0,36.2,17,35.75,21.0,18.9,18.8,50.4,275.0,279,0.0,0.0,439.0,Ponente (O),E
453,2021-06-21,2021,6,Andria,110001,BT,sp30 contrada Pandolfelli,41.189583,16.301583,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.19,16.3,41.2,16.35,4.321526631987246,61.52274,estrema,37.9,36.7,20,36.583333333333336,23.0,18.0,17.4,45.0,276.0,270,0.0,0.0,197.0,Ponente (O),E
454,2021-06-22,2021,6,Andria,110001,BT,Lama di carro,41.1675,16.307222,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.17,16.31,41.2,16.35,4.718003329196354,53.797867,estrema,36.9,36.9,24,34.791666666666664,24.0,17.7,7.2,40.7,354.0,77,0.0,0.0,221.0,Tramontana (N),S
455,2021-06-22,2021,6,Andria,110001,BT,Sant'Agostino,41.167222,16.298667,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.17,16.3,41.2,16.35,5.342569520825513,53.797867,estrema,36.9,36.9,24,34.791666666666664,24.0,17.7,7.2,40.7,354.0,77,0.0,0.0,228.0,Tramontana (N),S
456,2021-06-23,2021,6,Minervino Murge,110006,BT,diga Locone,41.049111,16.022556,Bosco,Arancione,0.11,,vicino_confine,False,False,-1,False,incendio,41.05,16.02,40.95,16.1,12.963651245135525,43.988503,molto alta,41.5,38.5,13,31.166666666666668,18.0,14.3,10.5,32.8,301.0,231,0.0,0.0,202.0,Maestrale (NO),SE
457,2021-06-27,2021,6,Minervino Murge,110006,BT,Minervino dir Locone,41.103056,15.996667,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.1,16.0,41.2,16.1,13.898768213040348,43.1709,molto alta,35.5,34.4,21,38.583333333333336,23.0,19.4,3.3,49.3,6.0,55,0.0,0.0,139.0,Tramontana (N),S
458,2021-06-30,2021,6,Minervino Murge,110006,BT,Verso Diga Locone,41.06175,15.998583,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.06,16.0,40.95,16.1,14.803211497100852,56.971436,estrema,38.7,36.8,16,32.5,19.0,17.3,10.9,40.0,297.0,253,0.0,0.0,174.0,Maestrale (NO),SE
459,2021-07-02,2021,7,Minervino Murge,110006,BT,Diga Locone,41.058917,15.996667,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.06,16.0,40.95,16.1,14.803211497100852,56.21442,estrema,33.4,32.4,19,40.79166666666666,21.0,17.3,12.9,40.3,283.0,69,0.0,0.0,174.0,Ponente (O),E
460,2021-07-08,2021,7,Andria,110001,BT,Castel del Monte-Piana Padula - Pozzacchera,41.096389,16.2075,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.1,16.21,41.2,16.1,14.41764776189858,47.762966,molto alta,37.4,35.5,22,33.291666666666664,23.0,14.9,1.6,29.9,117.0,160,0.0,0.0,442.0,Scirocco (SE),NO
461,2021-07-11,2021,7,Minervino Murge,110006,BT,STRADA CONSORZIO DIGA DI LOCONE UFFICI,41.096444,15.995111,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.1,16.0,41.2,16.1,13.898768213040348,41.571228,molto alta,35.0,33.0,25,40.66666666666666,29.0,19.3,5.4,42.1,318.0,61,0.0,0.0,139.0,Maestrale (NO),SE
462,2021-07-16,2021,7,Minervino Murge,110006,BT,Diga Locone,41.058111,16.009306,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.06,16.01,40.95,16.1,14.34661584516,52.880936,estrema,32.5,30.7,19,50.583333333333336,29.0,25.5,8.6,53.3,270.0,248,1.5000000000000002,0.0,172.0,Ponente (O),E
463,2021-07-21,2021,7,Andria,110001,BT,Santo Spirito,41.114722,16.213889,Macchia,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.11,16.21,41.2,16.1,13.58060701987464,25.764547,alta,27.9,27.4,36,56.708333333333336,43.0,14.6,14.4,36.4,359.0,9,0.0,4.0,443.0,Tramontana (N),S
464,2021-07-21,2021,7,Trinitapoli,110010,BT,SP 41 Riserva naturale,41.425778,15.956444,Bosco,Arancione,0.0,Trinitapoli,ok,False,False,-1,False,incendio,41.43,15.96,41.45,15.85,9.419957342297364,44.719624,molto alta,30.9,30.5,40,56.54166666666666,46.0,20.8,14.8,43.9,64.0,67,0.0,0.0,-1.0,Grecale (NE),SO
465,2021-07-31,2021,7,Minervino Murge,110006,BT,Via Goffredo Mameli,41.085583,16.080861,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.09,16.08,41.2,16.1,12.324105748607334,47.40039,molto alta,39.3,36.8,12,27.58333333333333,19.0,15.6,7.6,38.2,245.0,277,0.0,0.0,445.0,Libeccio (SO),NE
466,2021-08-01,2021,8,Andria,110001,BT,PINO GRANDE,41.058972,16.241111,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.06,16.24,40.95,16.35,15.292016690409412,74.396935,estrema,37.0,36.0,18,26.666666666666668,18.0,24.1,18.2,56.2,252.0,248,0.0,0.0,502.0,Ponente (O),E
467,2021-08-06,2021,8,Trani,110009,BT,Boccadoro,41.311944,16.328056,Canneto,Giallo,2.146,Barletta,da_verificare,False,False,-1,False,centro_comune,41.23,16.4,41.2,16.35,5.339576401018208,44.1989,molto alta,30.1,30.1,30,45.125,31.0,26.7,13.7,50.8,358.0,256,0.0,0.0,85.0,Tramontana (N),S
468,2021-08-14,2021,8,Andria,110001,BT,vicinanze agrinatura ceci - bosco s'agostino,41.173167,16.277556,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.17,16.28,41.2,16.35,6.730455571973701,52.668083,estrema,33.8,33.3,27,41.41666666666666,28.0,14.2,9.4,36.0,18.0,16,0.0,0.0,251.0,Tramontana (N),S
469,2021-08-14,2021,8,Spinazzola,110008,BT,masseria d'inella - s.lucia,40.964444,16.029167,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.96,16.03,40.95,16.1,5.971718830987726,61.09484,estrema,35.5,34.2,19,32.166666666666664,24.0,18.5,11.2,40.3,345.0,13,0.0,0.0,428.0,Tramontana (N),S
470,2021-08-17,2021,8,Andria,110001,BT,Valle di Castel del Monte SS170dir,41.077361,16.274361,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.08,16.27,41.2,16.35,14.907305404408518,61.138817,estrema,34.2,33.1,26,43.375,29.0,20.2,8.8,38.9,258.0,221,0.0,0.0,494.0,Ponente (O),E
471,2021-08-17,2021,8,Trani,110009,BT,Caraturo-Le Paludi,41.297778,16.370278,Canneto,Giallo,0.0,Trani,ok,False,False,-1,False,incendio,41.3,16.37,41.2,16.35,11.224597013214876,61.138817,estrema,35.2,35.2,27,44.54166666666666,31.0,18.6,11.9,43.6,355.0,15,0.0,0.1,0.0,Tramontana (N),S
472,2021-08-20,2021,8,Minervino Murge,110006,BT,DIGA LOCONE,41.084361,15.990806,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.08,15.99,41.2,16.1,16.19050719405911,43.66504,molto alta,32.5,30.3,25,45.66666666666666,26.0,16.5,9.7,38.9,338.0,44,0.0,0.1,242.0,Tramontana (N),S
473,2021-08-22,2021,8,Minervino Murge,110006,BT,Masseria Pantone,41.046556,16.051306,Macchia,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.05,16.05,40.95,16.1,11.862886150285735,42.21668,molto alta,33.5,31.1,17,39.04166666666666,20.0,14.0,2.7,28.8,337.0,55,0.0,0.0,347.0,Maestrale (NO),SE
474,2021-08-31,2021,8,Spinazzola,110008,BT,SC Ulmeta,41.001583,16.055833,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,41.0,16.06,40.95,16.1,6.483139781120039,29.717928,alta,30.3,28.2,22,52.708333333333336,27.0,18.7,7.1,39.2,311.0,38,0.0,0.0,247.0,Maestrale (NO),SE
475,2021-09-07,2021,9,Andria,110001,BT,Sc Vecchia Spinazzola - Bosco S.Agostino,41.17,16.277778,Bosco,Arancione,0.0,Andria,ok,True,False,-1,False,incendio,41.17,16.28,41.2,16.35,6.730455571973701,20.481544,moderata,25.6,25.6,41,69.375,41.0,13.4,9.0,33.1,23.0,31,0.3,0.3,251.0,Grecale (NE),SO
476,2021-09-10,2021,9,Spinazzola,110008,BT,Accannata,40.968167,16.102472,Canneto,Giallo,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.97,16.1,40.95,16.1,2.2199999999995583,32.362587,alta,26.9,26.0,31,57.375,32.0,18.5,11.6,35.6,150.0,147,0.0,0.4,429.0,Scirocco (SE),NO
477,2021-09-12,2021,9,Spinazzola,110008,BT,"LA MACCHIA, SCUOLA AGRARIA",40.956611,16.112083,Macchia,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.96,16.11,40.95,16.1,1.3909490651947105,33.969746,alta,26.9,26.0,40,73.125,42.0,16.5,14.8,34.6,346.0,314,0.3,0.3,447.0,Tramontana (N),S
478,2021-09-14,2021,9,Minervino Murge,110006,BT,Cornutiello-Locone,41.080833,16.015833,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.08,16.02,41.2,16.1,14.907305404408518,37.57174,alta,29.9,28.4,21,50.04166666666666,33.0,12.5,9.0,30.2,323.0,18,0.0,0.0,276.0,Maestrale (NO),SE
